name	bins	geneID	gname	tid	strand	gene_biotype
bins2737201_ENSG00000086061	bins2737201	ENSG00000086061	DNAJA1	ENST00000330899	+	protein_coding
bins2737351_ENSG00000122692	bins2737351	ENSG00000122692	SMU1	ENST00000397149	-	protein_coding
bins2737501_ENSG00000086062	bins2737501	ENSG00000086062	B4GALT1	ENST00000535206	-	protein_coding
bins2737651_ENSG00000122711	bins2737651	ENSG00000122711	SPINK4	ENST00000379725	+	protein_coding
bins2737801_ENSG00000107262	bins2737801	ENSG00000107262	BAG1	ENST00000472232	-	protein_coding
bins2737951_ENSG00000086065	bins2737951	ENSG00000086065	CHMP5	ENST00000419016	+	protein_coding
bins2738101_ENSG00000086102	bins2738101	ENSG00000086102	NFX1	ENST00000379540	+	protein_coding
bins2738251_ENSG00000165269	bins2738251	ENSG00000165269	AQP7	ENST00000537089	-	protein_coding
bins2738401_ENSG00000165272	bins2738401	ENSG00000165272	AQP3	ENST00000297991	-	protein_coding
bins2738551_ENSG00000165271	bins2738551	ENSG00000165271	NOL6	ENST00000353159	-	protein_coding
bins2738701_ENSG00000230453	bins2738701	ENSG00000230453	ANKRD18B	ENST00000290943	+	protein_coding
bins2738851_ENSG00000010438	bins2738851	ENSG00000010438	PRSS3	ENST00000342836	+	protein_coding
bins2739001_ENSG00000107341	bins2739001	ENSG00000107341	UBE2R2	ENST00000263228	+	protein_coding
bins2739151_ENSG00000137073	bins2739151	ENSG00000137073	UBAP2	ENST00000360802	-	protein_coding
bins2739301_ENSG00000198876	bins2739301	ENSG00000198876	DCAF12	ENST00000361264	-	protein_coding
bins2739451_ENSG00000165006	bins2739451	ENSG00000165006	UBAP1	ENST00000297661	+	protein_coding
bins2739601_ENSG00000186638	bins2739601	ENSG00000186638	KIF24	ENST00000379166	-	protein_coding
bins2739751_ENSG00000164978	bins2739751	ENSG00000164978	NUDT2	ENST00000379158	+	protein_coding
bins2739901_ENSG00000164976	bins2739901	ENSG00000164976	KIAA1161	ENST00000297625	-	protein_coding
bins2740051_ENSG00000164972	bins2740051	ENSG00000164972	C9orf24	ENST00000297623	-	protein_coding
bins2740201_ENSG00000122735	bins2740201	ENSG00000122735	DNAI1	ENST00000614641	+	protein_coding
bins2740351_ENSG00000164970	bins2740351	ENSG00000164970	FAM219A	ENST00000445726	-	protein_coding
bins2740501_ENSG00000168913	bins2740501	ENSG00000168913	ENHO	ENST00000399775	-	protein_coding
bins2740651_ENSG00000122756	bins2740651	ENSG00000122756	CNTFR	ENST00000610543	-	protein_coding
bins2740801_ENSG00000164967	bins2740801	ENSG00000164967	RPP25L	ENST00000378959	-	protein_coding
bins2740951_ENSG00000137100	bins2740951	ENSG00000137100	DCTN3	ENST00000378916	-	protein_coding
bins2741101_ENSG00000205143	bins2741101	ENSG00000205143	ARID3C	ENST00000378909	-	protein_coding
bins2741251_ENSG00000147955	bins2741251	ENSG00000147955	SIGMAR1	ENST00000277010	-	protein_coding
bins2741401_ENSG00000258728	bins2741401	ENSG00000258728	GALT	ENST00000556278	+	protein_coding
bins2741551_ENSG00000137070	bins2741551	ENSG00000137070	IL11RA	ENST00000555003	+	protein_coding
bins2741701_ENSG00000213927	bins2741701	ENSG00000213927	CCL27	ENST00000557161	-	protein_coding
bins2741851_ENSG00000187186	bins2741851	ENSG00000187186	RP11-195F19.5	ENST00000421828	-	protein_coding
bins2742001_ENSG00000172724	bins2742001	ENSG00000172724	CCL19	ENST00000311925	-	protein_coding
bins2742151_ENSG00000137077	bins2742151	ENSG00000137077	CCL21	ENST00000259607	-	protein_coding
bins2742301_ENSG00000205108	bins2742301	ENSG00000205108	FAM205A	ENST00000378788	-	protein_coding
bins2742451_ENSG00000122733	bins2742451	ENSG00000122733	KIAA1045	ENST00000242315	+	protein_coding
bins2742601_ENSG00000137094	bins2742601	ENSG00000137094	DNAJB5	ENST00000453597	+	protein_coding
bins2742751_ENSG00000174038	bins2742751	ENSG00000174038	C9orf131	ENST00000354479	+	protein_coding
bins2742901_ENSG00000165280	bins2742901	ENSG00000165280	VCP	ENST00000358901	-	protein_coding
bins2743051_ENSG00000221829	bins2743051	ENSG00000221829	FANCG	ENST00000378643	-	protein_coding
bins2743201_ENSG00000165282	bins2743201	ENSG00000165282	PIGO	ENST00000361778	-	protein_coding
bins2743351_ENSG00000165283	bins2743351	ENSG00000165283	STOML2	ENST00000619795	-	protein_coding
bins2743501_ENSG00000005238	bins2743501	ENSG00000005238	FAM214B	ENST00000605244	-	protein_coding
bins2743651_ENSG00000198722	bins2743651	ENSG00000198722	UNC13B	ENST00000617908	+	protein_coding
bins2743801_ENSG00000198853	bins2743801	ENSG00000198853	RUSC2	ENST00000361226	+	protein_coding
bins2743951_ENSG00000215187	bins2743951	ENSG00000215187	FAM166B	ENST00000619051	-	protein_coding
bins2744101_ENSG00000107140	bins2744101	ENSG00000107140	TESK1	ENST00000620767	+	protein_coding
bins2744251_ENSG00000137101	bins2744251	ENSG00000137101	CD72	ENST00000465754	-	protein_coding
bins2744401_ENSG00000137078	bins2744401	ENSG00000137078	SIT1	ENST00000618781	-	protein_coding
bins2744551_ENSG00000159884	bins2744551	ENSG00000159884	CCDC107	ENST00000378409	+	protein_coding
bins2744701_ENSG00000107159	bins2744701	ENSG00000107159	CA9	ENST00000378357	+	protein_coding
bins2744851_ENSG00000137135	bins2744851	ENSG00000137135	ARHGEF39	ENST00000490638	-	protein_coding
bins2745001_ENSG00000198467	bins2745001	ENSG00000198467	TPM2	ENST00000378292	-	protein_coding
bins2745151_ENSG00000107175	bins2745151	ENSG00000107175	CREB3	ENST00000613913	+	protein_coding
bins2745301_ENSG00000137076	bins2745301	ENSG00000137076	TLN1	ENST00000314888	-	protein_coding
bins2745451_ENSG00000070610	bins2745451	ENSG00000070610	GBA2	ENST00000378103	-	protein_coding
bins2745601_ENSG00000107185	bins2745601	ENSG00000107185	RGP1	ENST00000378078	+	protein_coding
bins2745751_ENSG00000215183	bins2745751	ENSG00000215183	MSMP	ENST00000414286	-	protein_coding
bins2745901_ENSG00000159899	bins2745901	ENSG00000159899	NPR2	ENST00000342694	+	protein_coding
bins2746051_ENSG00000137098	bins2746051	ENSG00000137098	SPAG8	ENST00000340291	-	protein_coding
bins2746201_ENSG00000137103	bins2746201	ENSG00000137103	TMEM8B	ENST00000377996	+	protein_coding
bins2746351_ENSG00000137133	bins2746351	ENSG00000137133	HINT2	ENST00000474848	-	protein_coding
bins2746501_ENSG00000204930	bins2746501	ENSG00000204930	FAM221B	ENST00000388950	-	protein_coding
bins2746651_ENSG00000168828	bins2746651	ENSG00000168828	OR13J1	ENST00000377981	-	protein_coding
bins2746801_ENSG00000196196	bins2746801	ENSG00000196196	HRCT1	ENST00000354323	+	protein_coding
bins2746951_ENSG00000122718	bins2746951	ENSG00000122718	OR2S2	ENST00000341959	-	protein_coding
bins2747101_ENSG00000122707	bins2747101	ENSG00000122707	RECK	ENST00000377966	+	protein_coding
bins2747251_ENSG00000122694	bins2747251	ENSG00000122694	GLIPR2	ENST00000396613	+	protein_coding
bins2747401_ENSG00000185972	bins2747401	ENSG00000185972	CCIN	ENST00000335119	+	protein_coding
bins2747551_ENSG00000122705	bins2747551	ENSG00000122705	CLTA	ENST00000464497	+	protein_coding
bins2747701_ENSG00000159921	bins2747701	ENSG00000159921	GNE	ENST00000396594	-	protein_coding
bins2747851_ENSG00000137075	bins2747851	ENSG00000137075	RNF38	ENST00000488058	-	protein_coding
bins2748001_ENSG00000165304	bins2748001	ENSG00000165304	MELK	ENST00000543751	+	protein_coding
bins2748151_ENSG00000196092	bins2748151	ENSG00000196092	PAX5	ENST00000358127	-	protein_coding
bins2748301_ENSG00000147905	bins2748301	ENSG00000147905	ZCCHC7	ENST00000336755	+	protein_coding
bins2748451_ENSG00000137106	bins2748451	ENSG00000137106	GRHPR	ENST00000318158	+	protein_coding
bins2748601_ENSG00000168795	bins2748601	ENSG00000168795	ZBTB5	ENST00000307750	-	protein_coding
bins2748751_ENSG00000137054	bins2748751	ENSG00000137054	POLR1E	ENST00000377798	+	protein_coding
bins2748901_ENSG00000147912	bins2748901	ENSG00000147912	FBXO10	ENST00000432825	-	protein_coding
bins2749051_ENSG00000256966	bins2749051	ENSG00000256966	RP11-613M10.8	ENST00000541804	-	protein_coding
bins2749201_ENSG00000175768	bins2749201	ENSG00000175768	TOMM5	ENST00000540941	-	protein_coding
bins2749351_ENSG00000070601	bins2749351	ENSG00000070601	FRMPD1	ENST00000377765	+	protein_coding
bins2749501_ENSG00000165275	bins2749501	ENSG00000165275	TRMT10B	ENST00000537911	+	protein_coding
bins2749651_ENSG00000122741	bins2749651	ENSG00000122741	DCAF10	ENST00000242323	+	protein_coding
bins2749801_ENSG00000107371	bins2749801	ENSG00000107371	EXOSC3	ENST00000482614	-	protein_coding
bins2749951_ENSG00000122696	bins2749951	ENSG00000122696	SLC25A51	ENST00000496760	-	protein_coding
bins2750101_ENSG00000255872	bins2750101	ENSG00000255872	RP11-613M10.9	ENST00000540557	-	protein_coding
bins2750251_ENSG00000107338	bins2750251	ENSG00000107338	SHB	ENST00000377707	-	protein_coding
bins2750401_ENSG00000137124	bins2750401	ENSG00000137124	ALDH1B1	ENST00000377698	+	protein_coding
bins2750551_ENSG00000137142	bins2750551	ENSG00000137142	IGFBPL1	ENST00000377694	-	protein_coding
bins2750701_ENSG00000180071	bins2750701	ENSG00000180071	ANKRD18A	ENST00000607974	-	protein_coding
bins2750851_ENSG00000106714	bins2750851	ENSG00000106714	CNTNAP3	ENST00000377656	-	protein_coding
bins2751001_ENSG00000204849	bins2751001	ENSG00000204849	SPATA31A1	ENST00000377647	+	protein_coding
bins2751151_ENSG00000183148	bins2751151	ENSG00000183148	ANKRD20A2	ENST00000377601	+	protein_coding
bins2751301_ENSG00000240240	bins2751301	ENSG00000240240	RP11-146D12.2	ENST00000421686	+	processed_transcript
bins2751451_ENSG00000273514	bins2751451	ENSG00000273514	FOXD4L6	ENST00000622588	-	protein_coding
bins2751601_ENSG00000215126	bins2751601	ENSG00000215126	CBWD7	ENST00000617722	-	protein_coding
bins2751751_ENSG00000154529	bins2751751	ENSG00000154529	CNTNAP3B	ENST00000612828	-	protein_coding
bins2751901_ENSG00000185775	bins2751901	ENSG00000185775	SPATA31A6	ENST00000332857	+	protein_coding
bins2752051_ENSG00000277737	bins2752051	ENSG00000277737	AC129778.1	ENST00000539936	+	protein_coding
bins2752201_ENSG00000276040	bins2752201	ENSG00000276040	SPATA31A7	ENST00000619167	+	protein_coding
bins2752351_ENSG00000204814	bins2752351	ENSG00000204814	RP11-160N1.10	ENST00000377548	+	lincRNA
bins2752501_ENSG00000154537	bins2752501	ENSG00000154537	FAM27C	ENST00000377542	+	lincRNA
bins2752651_ENSG00000172014	bins2752651	ENSG00000172014	ANKRD20A4	ENST00000357336	+	protein_coding
bins2752801_ENSG00000204779	bins2752801	ENSG00000204779	FOXD4L5	ENST00000377420	-	protein_coding
bins2752951_ENSG00000147996	bins2752951	ENSG00000147996	CBWD5	ENST00000382405	+	protein_coding
bins2753101_ENSG00000184659	bins2753101	ENSG00000184659	FOXD4L4	ENST00000377413	+	protein_coding
bins2753251_ENSG00000276203	bins2753251	ENSG00000276203	ANKRD20A3	ENST00000611388	-	protein_coding
bins2753401_ENSG00000274349	bins2753401	ENSG00000274349	ZNF658	ENST00000622180	+	protein_coding
bins2753551_ENSG00000260691	bins2753551	ENSG00000260691	ANKRD20A1	ENST00000562196	+	protein_coding
bins2753701_ENSG00000196873	bins2753701	ENSG00000196873	CBWD3	ENST00000618921	+	protein_coding
bins2753851_ENSG00000187559	bins2753851	ENSG00000187559	FOXD4L3	ENST00000342833	+	protein_coding
bins2754001_ENSG00000154330	bins2754001	ENSG00000154330	PGM5	ENST00000396396	+	protein_coding
bins2754151_ENSG00000181778	bins2754151	ENSG00000181778	TMEM252	ENST00000377311	-	protein_coding
bins2754301_ENSG00000107242	bins2754301	ENSG00000107242	PIP5K1B	ENST00000541509	+	protein_coding
bins2754451_ENSG00000187866	bins2754451	ENSG00000187866	FAM122A	ENST00000394264	+	protein_coding
bins2754601_ENSG00000165059	bins2754601	ENSG00000165059	PRKACG	ENST00000377276	-	protein_coding
bins2754751_ENSG00000165060	bins2754751	ENSG00000165060	FXN	ENST00000396364	+	protein_coding
bins2754901_ENSG00000119139	bins2754901	ENSG00000119139	TJP2	ENST00000453658	+	protein_coding
bins2755051_ENSG00000135063	bins2755051	ENSG00000135063	FAM189A2	ENST00000455972	+	protein_coding
bins2755201_ENSG00000107282	bins2755201	ENSG00000107282	APBA1	ENST00000265381	-	protein_coding
bins2755351_ENSG00000188647	bins2755351	ENSG00000188647	PTAR1	ENST00000377200	-	protein_coding
bins2755501_ENSG00000204711	bins2755501	ENSG00000204711	C9orf135	ENST00000377197	+	protein_coding
bins2755651_ENSG00000165072	bins2755651	ENSG00000165072	MAMDC2	ENST00000377182	+	protein_coding
bins2755801_ENSG00000198887	bins2755801	ENSG00000198887	SMC5	ENST00000361138	+	protein_coding
bins2755951_ENSG00000119138	bins2755951	ENSG00000119138	KLF9	ENST00000377126	-	protein_coding
bins2756101_ENSG00000083067	bins2756101	ENSG00000083067	TRPM3	ENST00000357533	-	protein_coding
bins2756251_ENSG00000135048	bins2756251	ENSG00000135048	TMEM2	ENST00000377044	-	protein_coding
bins2756401_ENSG00000107362	bins2756401	ENSG00000107362	ABHD17B	ENST00000377041	-	protein_coding
bins2756551_ENSG00000155621	bins2756551	ENSG00000155621	C9orf85	ENST00000486911	+	protein_coding
bins2756701_ENSG00000204669	bins2756701	ENSG00000204669	C9orf57	ENST00000424431	-	protein_coding
bins2756851_ENSG00000119125	bins2756851	ENSG00000119125	GDA	ENST00000545168	+	protein_coding
bins2757001_ENSG00000107372	bins2757001	ENSG00000107372	ZFAND5	ENST00000237937	-	protein_coding
bins2757151_ENSG00000165091	bins2757151	ENSG00000165091	TMC1	ENST00000297784	+	protein_coding
bins2757301_ENSG00000165092	bins2757301	ENSG00000165092	ALDH1A1	ENST00000419959	-	protein_coding
bins2757451_ENSG00000135046	bins2757451	ENSG00000135046	ANXA1	ENST00000257497	+	protein_coding
bins2757601_ENSG00000198963	bins2757601	ENSG00000198963	RORB	ENST00000376896	+	protein_coding
bins2757751_ENSG00000119121	bins2757751	ENSG00000119121	TRPM6	ENST00000360774	-	protein_coding
bins2757901_ENSG00000135045	bins2757901	ENSG00000135045	C9orf40	ENST00000376854	-	protein_coding
bins2758051_ENSG00000156017	bins2758051	ENSG00000156017	C9orf41	ENST00000376834	-	protein_coding
bins2758201_ENSG00000106733	bins2758201	ENSG00000106733	NMRK1	ENST00000376811	-	protein_coding
bins2758351_ENSG00000134996	bins2758351	ENSG00000134996	OSTF1	ENST00000346234	+	protein_coding
bins2758501_ENSG00000099139	bins2758501	ENSG00000099139	PCSK5	ENST00000545128	+	protein_coding
bins2758651_ENSG00000135002	bins2758651	ENSG00000135002	RFK	ENST00000376736	-	protein_coding
bins2758801_ENSG00000187210	bins2758801	ENSG00000187210	GCNT1	ENST00000488136	+	protein_coding
bins2758951_ENSG00000106772	bins2758951	ENSG00000106772	PRUNE2	ENST00000376718	-	protein_coding
bins2759101_ENSG00000204612	bins2759101	ENSG00000204612	FOXB2	ENST00000376708	+	protein_coding
bins2759251_ENSG00000197969	bins2759251	ENSG00000197969	VPS13A	ENST00000360280	+	protein_coding
bins2759401_ENSG00000156049	bins2759401	ENSG00000156049	GNA14	ENST00000341700	-	protein_coding
bins2759551_ENSG00000156052	bins2759551	ENSG00000156052	GNAQ	ENST00000286548	-	protein_coding
bins2759701_ENSG00000148019	bins2759701	ENSG00000148019	CEP78	ENST00000424347	+	protein_coding
bins2759851_ENSG00000135069	bins2759851	ENSG00000135069	PSAT1	ENST00000376588	+	protein_coding
bins2760001_ENSG00000106829	bins2760001	ENSG00000106829	TLE4	ENST00000376544	+	protein_coding
bins2760151_ENSG00000196781	bins2760151	ENSG00000196781	TLE1	ENST00000376499	-	protein_coding
bins2760301_ENSG00000214929	bins2760301	ENSG00000214929	SPATA31D1	ENST00000344803	+	protein_coding
bins2760451_ENSG00000165105	bins2760451	ENSG00000165105	RASEF	ENST00000376447	-	protein_coding
bins2760601_ENSG00000172159	bins2760601	ENSG00000172159	FRMD3	ENST00000376438	-	protein_coding
bins2760751_ENSG00000148057	bins2760751	ENSG00000148057	IDNK	ENST00000533522	+	protein_coding
bins2760901_ENSG00000135018	bins2760901	ENSG00000135018	UBQLN1	ENST00000376395	-	protein_coding
bins2761051_ENSG00000165113	bins2761051	ENSG00000165113	GKAP1	ENST00000376371	-	protein_coding
bins2761201_ENSG00000165115	bins2761201	ENSG00000165115	KIF27	ENST00000413982	-	protein_coding
bins2761351_ENSG00000165118	bins2761351	ENSG00000165118	C9orf64	ENST00000314700	-	protein_coding
bins2761501_ENSG00000165119	bins2761501	ENSG00000165119	HNRNPK	ENST00000376281	-	protein_coding
bins2761651_ENSG00000178966	bins2761651	ENSG00000178966	RMI1	ENST00000325875	+	protein_coding
bins2761801_ENSG00000197506	bins2761801	ENSG00000197506	SLC28A3	ENST00000376238	-	protein_coding
bins2761951_ENSG00000148053	bins2761951	ENSG00000148053	NTRK2	ENST00000277120	+	protein_coding
bins2762101_ENSG00000135049	bins2762101	ENSG00000135049	AGTPBP1	ENST00000337006	-	protein_coding
bins2762251_ENSG00000135040	bins2762251	ENSG00000135040	NAA35	ENST00000361671	+	protein_coding
bins2762401_ENSG00000135052	bins2762401	ENSG00000135052	GOLM1	ENST00000388711	-	protein_coding
bins2762551_ENSG00000187753	bins2762551	ENSG00000187753	C9orf153	ENST00000339137	-	protein_coding
bins2762701_ENSG00000135070	bins2762701	ENSG00000135070	ISCA1	ENST00000375991	-	protein_coding
bins2762851_ENSG00000083223	bins2762851	ENSG00000083223	ZCCHC6	ENST00000375960	-	protein_coding
bins2763001_ENSG00000180447	bins2763001	ENSG00000180447	GAS1	ENST00000298743	-	protein_coding
bins2763151_ENSG00000204446	bins2763151	ENSG00000204446	C9orf170	ENST00000375941	+	lincRNA
bins2763301_ENSG00000196730	bins2763301	ENSG00000196730	DAPK1	ENST00000358077	+	protein_coding
bins2763451_ENSG00000135047	bins2763451	ENSG00000135047	CTSL	ENST00000343150	+	protein_coding
bins2763601_ENSG00000177992	bins2763601	ENSG00000177992	SPATA31E1	ENST00000325643	+	protein_coding
bins2763751_ENSG00000156345	bins2763751	ENSG00000156345	CDK20	ENST00000375883	-	protein_coding
bins2763901_ENSG00000106723	bins2763901	ENSG00000106723	SPIN1	ENST00000375859	+	protein_coding
bins2764051_ENSG00000130045	bins2764051	ENSG00000130045	NXNL2	ENST00000478686	+	protein_coding
bins2764201_ENSG00000186354	bins2764201	ENSG00000186354	C9orf47	ENST00000375851	+	protein_coding
bins2764351_ENSG00000213694	bins2764351	ENSG00000213694	S1PR3	ENST00000358157	+	protein_coding
bins2764501_ENSG00000148082	bins2764501	ENSG00000148082	SHC3	ENST00000375835	-	protein_coding
bins2764651_ENSG00000123975	bins2764651	ENSG00000123975	CKS2	ENST00000314355	+	protein_coding
bins2764801_ENSG00000187742	bins2764801	ENSG00000187742	SECISBP2	ENST00000375807	+	protein_coding
bins2764951_ENSG00000187764	bins2764951	ENSG00000187764	SEMA4D	ENST00000339861	-	protein_coding
bins2765101_ENSG00000130222	bins2765101	ENSG00000130222	GADD45G	ENST00000252506	+	protein_coding
bins2765251_ENSG00000165023	bins2765251	ENSG00000165023	DIRAS2	ENST00000375765	-	protein_coding
bins2765401_ENSG00000165025	bins2765401	ENSG00000165025	SYK	ENST00000375754	+	protein_coding
bins2765551_ENSG00000148090	bins2765551	ENSG00000148090	AUH	ENST00000375731	-	protein_coding
bins2765701_ENSG00000165030	bins2765701	ENSG00000165030	NFIL3	ENST00000297689	-	protein_coding
bins2765851_ENSG00000169071	bins2765851	ENSG00000169071	ROR2	ENST00000375715	-	protein_coding
bins2766001_ENSG00000090054	bins2766001	ENSG00000090054	SPTLC1	ENST00000262554	-	protein_coding
bins2766151_ENSG00000196305	bins2766151	ENSG00000196305	IARS	ENST00000375643	-	protein_coding
bins2766301_ENSG00000188312	bins2766301	ENSG00000188312	CENPP	ENST00000375587	+	protein_coding
bins2766451_ENSG00000198000	bins2766451	ENSG00000198000	NOL8	ENST00000358855	-	protein_coding
bins2766601_ENSG00000106809	bins2766601	ENSG00000106809	OGN	ENST00000375561	-	protein_coding
bins2766751_ENSG00000127083	bins2766751	ENSG00000127083	OMD	ENST00000375550	-	protein_coding
bins2766901_ENSG00000106819	bins2766901	ENSG00000106819	ASPN	ENST00000375543	-	protein_coding
bins2767051_ENSG00000106823	bins2767051	ENSG00000106823	ECM2	ENST00000444490	-	protein_coding
bins2767201_ENSG00000127080	bins2767201	ENSG00000127080	IPPK	ENST00000287996	-	protein_coding
bins2767351_ENSG00000185963	bins2767351	ENSG00000185963	BICD2	ENST00000356884	-	protein_coding
bins2767501_ENSG00000127081	bins2767501	ENSG00000127081	ZNF484	ENST00000395505	-	protein_coding
bins2767651_ENSG00000127084	bins2767651	ENSG00000127084	FGD3	ENST00000375482	+	protein_coding
bins2767801_ENSG00000157303	bins2767801	ENSG00000157303	SUSD3	ENST00000617293	+	protein_coding
bins2767951_ENSG00000165233	bins2767951	ENSG00000165233	C9orf89	ENST00000466409	+	protein_coding
bins2768101_ENSG00000131669	bins2768101	ENSG00000131669	NINJ1	ENST00000375446	-	protein_coding
bins2768251_ENSG00000165238	bins2768251	ENSG00000165238	WNK2	ENST00000395477	+	protein_coding
bins2768401_ENSG00000204352	bins2768401	ENSG00000204352	C9orf129	ENST00000375419	-	protein_coding
bins2768551_ENSG00000048828	bins2768551	ENSG00000048828	FAM120A	ENST00000277165	+	protein_coding
bins2768701_ENSG00000188938	bins2768701	ENSG00000188938	FAM120AOS	ENST00000375412	-	protein_coding
bins2768851_ENSG00000197724	bins2768851	ENSG00000197724	PHF2	ENST00000359246	+	protein_coding
bins2769001_ENSG00000131668	bins2769001	ENSG00000131668	BARX1	ENST00000253968	-	protein_coding
bins2769151_ENSG00000158079	bins2769151	ENSG00000158079	PTPDC1	ENST00000375360	+	protein_coding
bins2769301_ENSG00000175787	bins2769301	ENSG00000175787	ZNF169	ENST00000395395	+	protein_coding
bins2769451_ENSG00000130950	bins2769451	ENSG00000130950	NUTM2F	ENST00000341207	-	protein_coding
bins2769601_ENSG00000148110	bins2769601	ENSG00000148110	HIATL1	ENST00000375344	+	protein_coding
bins2769751_ENSG00000130957	bins2769751	ENSG00000130957	FBP2	ENST00000375337	-	protein_coding
bins2769901_ENSG00000165140	bins2769901	ENSG00000165140	FBP1	ENST00000415431	-	protein_coding
bins2770051_ENSG00000148120	bins2770051	ENSG00000148120	C9orf3	ENST00000297979	+	protein_coding
bins2770201_ENSG00000158169	bins2770201	ENSG00000158169	FANCC	ENST00000289081	-	protein_coding
bins2770351_ENSG00000185920	bins2770351	ENSG00000185920	PTCH1	ENST00000437951	-	protein_coding
bins2770501_ENSG00000182150	bins2770501	ENSG00000182150	ERCC6L2	ENST00000288985	+	protein_coding
bins2770651_ENSG00000275465	bins2770651	ENSG00000275465	AL449403.1	ENST00000610562	-	protein_coding
bins2770801_ENSG00000130948	bins2770801	ENSG00000130948	HSD17B3	ENST00000375263	-	protein_coding
bins2770951_ENSG00000130958	bins2770951	ENSG00000130958	SLC35D2	ENST00000375259	-	protein_coding
bins2771101_ENSG00000165244	bins2771101	ENSG00000165244	ZNF367	ENST00000375256	-	protein_coding
bins2771251_ENSG00000130956	bins2771251	ENSG00000130956	HABP4	ENST00000375251	+	protein_coding
bins2771401_ENSG00000081377	bins2771401	ENSG00000081377	CDC14B	ENST00000474602	-	protein_coding
bins2771551_ENSG00000158122	bins2771551	ENSG00000158122	AAED1	ENST00000446045	-	protein_coding
bins2771701_ENSG00000081386	bins2771701	ENSG00000081386	ZNF510	ENST00000375231	-	protein_coding
bins2771851_ENSG00000196597	bins2771851	ENSG00000196597	ZNF782	ENST00000289032	-	protein_coding
bins2772001_ENSG00000188152	bins2772001	ENSG00000188152	NUTM2G	ENST00000354649	+	protein_coding
bins2772151_ENSG00000196312	bins2772151	ENSG00000196312	HIATL2	ENST00000602917	-	protein_coding
bins2772301_ENSG00000136943	bins2772301	ENSG00000136943	CTSV	ENST00000538255	-	protein_coding
bins2772451_ENSG00000197816	bins2772451	ENSG00000197816	CCDC180	ENST00000529487	+	protein_coding
bins2772601_ENSG00000196116	bins2772601	ENSG00000196116	TDRD7	ENST00000355295	+	protein_coding
bins2772751_ENSG00000136842	bins2772751	ENSG00000136842	TMOD1	ENST00000395211	+	protein_coding
bins2772901_ENSG00000136925	bins2772901	ENSG00000136925	TSTD2	ENST00000341170	-	protein_coding
bins2773051_ENSG00000136937	bins2773051	ENSG00000136937	NCBP1	ENST00000375147	+	protein_coding
bins2773201_ENSG00000136936	bins2773201	ENSG00000136936	XPA	ENST00000375128	-	protein_coding
bins2773351_ENSG00000178919	bins2773351	ENSG00000178919	FOXE1	ENST00000375123	+	protein_coding
bins2773501_ENSG00000136932	bins2773501	ENSG00000136932	C9orf156	ENST00000375119	-	protein_coding
bins2773651_ENSG00000136929	bins2773651	ENSG00000136929	HEMGN	ENST00000259456	-	protein_coding
bins2773801_ENSG00000136938	bins2773801	ENSG00000136938	ANP32B	ENST00000339399	+	protein_coding
bins2773951_ENSG00000095380	bins2773951	ENSG00000095380	NANS	ENST00000210444	+	protein_coding
bins2774101_ENSG00000106785	bins2774101	ENSG00000106785	TRIM14	ENST00000375098	-	protein_coding
bins2774251_ENSG00000106789	bins2774251	ENSG00000106789	CORO2A	ENST00000375077	-	protein_coding
bins2774401_ENSG00000095383	bins2774401	ENSG00000095383	TBC1D2	ENST00000465784	-	protein_coding
bins2774551_ENSG00000136928	bins2774551	ENSG00000136928	GABBR2	ENST00000259455	-	protein_coding
bins2774701_ENSG00000165138	bins2774701	ENSG00000165138	ANKS6	ENST00000375019	-	protein_coding
bins2774851_ENSG00000119514	bins2774851	ENSG00000119514	GALNT12	ENST00000375011	+	protein_coding
bins2775001_ENSG00000204291	bins2775001	ENSG00000204291	COL15A1	ENST00000375001	+	protein_coding
bins2775151_ENSG00000106799	bins2775151	ENSG00000106799	TGFBR1	ENST00000374994	+	protein_coding
bins2775301_ENSG00000119523	bins2775301	ENSG00000119523	ALG2	ENST00000238477	-	protein_coding
bins2775451_ENSG00000106803	bins2775451	ENSG00000106803	SEC61B	ENST00000498603	+	protein_coding
bins2775601_ENSG00000119508	bins2775601	ENSG00000119508	NR4A3	ENST00000618101	+	protein_coding
bins2775751_ENSG00000136874	bins2775751	ENSG00000136874	STX17	ENST00000259400	+	protein_coding
bins2775901_ENSG00000023318	bins2775901	ENSG00000023318	ERP44	ENST00000262455	-	protein_coding
bins2776051_ENSG00000119509	bins2776051	ENSG00000119509	INVS	ENST00000262457	+	protein_coding
bins2776201_ENSG00000136891	bins2776201	ENSG00000136891	TEX10	ENST00000374902	-	protein_coding
bins2776351_ENSG00000066697	bins2776351	ENSG00000066697	MSANTD3	ENST00000622639	+	protein_coding
bins2776501_ENSG00000251349	bins2776501	ENSG00000251349	MSANTD3-TMEFF1	ENST00000502978	+	protein_coding
bins2776651_ENSG00000241697	bins2776651	ENSG00000241697	TMEFF1	ENST00000374879	+	protein_coding
bins2776801_ENSG00000170681	bins2776801	ENSG00000170681	MURC	ENST00000307584	+	protein_coding
bins2776951_ENSG00000148123	bins2776951	ENSG00000148123	LPPR1	ENST00000374874	+	protein_coding
bins2777101_ENSG00000136881	bins2777101	ENSG00000136881	BAAT	ENST00000259407	-	protein_coding
bins2777251_ENSG00000136897	bins2777251	ENSG00000136897	MRPL50	ENST00000374865	-	protein_coding
