chr	str	end	name	length	CpG%	GC%
chr7	155799986	155812273	ENSG00000164690	12287	0.057464	0.596403
chr7	155962632	155966343	ENSG00000204876	3711	0.018059	0.506871
chr7	156640281	156677130	ENSG00000105982	36849	0.017152	0.4224
chr7	156668946	156893230	ENSG00000105983	224284	0.009212	0.388606
chr7	156949723	156973182	ENSG00000146909	23459	0.024213	0.470139
chr7	156994051	157010651	ENSG00000130675	16600	0.048798	0.557711
chr7	157138913	157269372	ENSG00000009335	130459	0.014033	0.415601
chr7	157335381	157417439	ENSG00000105993	82058	0.024861	0.481525
chr7	157614023	157618765	ENSG00000222012	4742	0.035225	0.544707
chr7	157539056	158587788	ENSG00000155093	1048732	0.027845	0.516078
chr7	158631311	158704829	ENSG00000146918	73518	0.011181	0.417938
chr7	158730995	158830253	ENSG00000117868	99258	0.019052	0.43393
chr7	158856578	158956747	ENSG00000126870	100169	0.019814	0.460038
chr7	159028175	159144957	ENSG00000106018	116782	0.020764	0.493584
chr8	72601	79775	ENSG00000253896	7174	0.018124	0.477697
chr8	166049	167043	ENSG00000176269	994	0.008056	0.455734
chr8	232137	247342	ENSG00000172748	15205	0.011576	0.398619
chr8	406428	477967	ENSG00000147364	71539	0.011658	0.419547
chr8	489792	545781	ENSG00000180190	55989	0.012574	0.428584
chr8	614746	738106	ENSG00000104714	123360	0.027625	0.508116
chr8	1501366	1708476	ENSG00000198010	207110	0.020924	0.478931
chr8	1755778	1786572	ENSG00000182372	30794	0.02572	0.491102
chr8	1823976	1958641	ENSG00000104728	134665	0.026155	0.502996
chr8	1973878	2006936	ENSG00000176595	33058	0.0314	0.501815
chr8	2045040	2165552	ENSG00000036448	120512	0.020614	0.47156
chr8	2935353	4994972	ENSG00000183117	2059619	0.011742	0.392507
chr8	6406592	6648504	ENSG00000147316	241912	0.012472	0.404279
chr8	6499651	6563409	ENSG00000091879	63758	0.013536	0.407102
chr8	6708357	6759666	ENSG00000155189	51309	0.011304	0.386073
chr8	6808517	6835644	ENSG00000275591	27127	0.018691	0.49648
chr8	6870575	6878022	ENSG00000164825	7447	0.011147	0.445414
chr8	6924693	6926076	ENSG00000164822	1383	0.008683	0.453362
chr8	6935822	6938338	ENSG00000164821	2516	0.014712	0.451908
chr8	6977649	6980080	ENSG00000206047	2431	0.0107	0.43768
chr8	6996766	7018289	ENSG00000240247	21523	0.012499	0.464201
chr8	6996837	7018301	ENSG00000239839	21464	0.012533	0.464545
chr8	7055304	7056734	ENSG00000164816	1430	0.008397	0.411888
chr8	7355517	7385558	ENSG00000215372	30041	0.007057	0.390433
chr8	7414860	7416863	ENSG00000177257	2003	0.007992	0.432851
chr8	7428888	7430348	ENSG00000177243	1460	0.01645	0.447945
chr8	7442684	7463674	ENSG00000164871	20990	0.011911	0.447594
chr8	7470308	7475082	ENSG00000177023	4774	0.011104	0.44491
chr8	7482504	7486400	ENSG00000187082	3896	0.007702	0.361653
chr8	7487669	7489593	ENSG00000186599	1924	0.00572	0.383056
chr8	7495846	7509311	ENSG00000198129	13465	0.012626	0.404159
chr8	7539628	7542450	ENSG00000255251	2822	0.008508	0.488306
chr8	7778591	7781413	ENSG00000255378	2822	0.008508	0.489015
chr8	7811720	7815716	ENSG00000186572	3996	0.008761	0.372122
chr8	7821966	7823889	ENSG00000186562	1923	0.005723	0.382735
chr8	7825172	7829053	ENSG00000186579	3881	0.00799	0.360216
chr8	7836471	7841242	ENSG00000176782	4771	0.01174	0.444561
chr8	7847876	7868867	ENSG00000178287	20991	0.012006	0.447954
chr8	7881204	7882664	ENSG00000176797	1460	0.01645	0.44726
chr8	7894629	7896711	ENSG00000171711	2082	0.007208	0.436119
chr8	7926337	7952413	ENSG00000215356	26076	0.006865	0.388595
chr8	8317736	8386498	ENSG00000275342	68762	0.013772	0.439312
chr8	8701938	8704106	ENSG00000253958	2168	0.075219	0.60655
chr8	8783354	8893645	ENSG00000147324	110291	0.014133	0.436654
chr8	9002147	9116746	ENSG00000104626	114599	0.011962	0.415991
chr8	9136255	9151574	ENSG00000173281	15319	0.022066	0.460148
chr8	9151742	9168136	ENSG00000253426	16394	0.014335	0.440527
chr8	9555914	9782346	ENSG00000173273	226432	0.009442	0.366522
chr8	10054268	10428891	ENSG00000175806	374623	0.012792	0.420381
chr8	10525546	10554166	ENSG00000184647	28620	0.014745	0.475577
chr8	10672637	10700593	ENSG00000171060	27956	0.016634	0.522678
chr8	10606349	10712187	ENSG00000183638	105838	0.016793	0.509847
chr8	10725399	10839847	ENSG00000258724	114448	0.016573	0.439925
chr8	10764963	10839884	ENSG00000254093	74921	0.014055	0.431681
chr8	10896045	11201366	ENSG00000171044	305321	0.014363	0.488803
chr8	11284416	11328146	ENSG00000104643	43730	0.009993	0.378482
chr8	11330888	11332208	ENSG00000177710	1320	0.025019	0.576515
chr8	11368402	11438658	ENSG00000184608	70256	0.012554	0.441443
chr8	11421463	11474715	ENSG00000154319	53252	0.01938	0.525858
chr8	11494001	11564604	ENSG00000136573	70603	0.015354	0.47413
chr8	11676959	11760002	ENSG00000136574	83043	0.023879	0.483183
chr8	11761256	11763223	ENSG00000255394	1967	0.025432	0.475852
chr8	11769639	11787346	ENSG00000154328	17707	0.017452	0.489298
chr8	11795573	11839309	ENSG00000079459	43736	0.016874	0.443639
chr8	11797928	11802568	ENSG00000255046	4640	0.02479	0.478879
chr8	11842524	11869448	ENSG00000164733	26924	0.025666	0.521282
chr8	11973937	11974599	ENSG00000205884	662	0.019667	0.490937
chr8	11982321	11984590	ENSG00000205883	2269	0.011464	0.444249
chr8	11993174	11996312	ENSG00000205882	3138	0.006057	0.396112
chr8	12064389	12071747	ENSG00000233050	7358	0.004893	0.363142
chr8	12104389	12115516	ENSG00000215343	11127	0.006651	0.368833
chr8	12137168	12139077	ENSG00000223443	1909	0.025681	0.516501
chr8	12182096	12194133	ENSG00000186523	12037	0.023097	0.536595
chr8	12425614	12436343	ENSG00000145002	10729	0.023117	0.534999
chr8	12721894	12756073	ENSG00000154359	34179	0.014337	0.386582
chr8	12945642	13031503	ENSG00000250305	85861	0.012532	0.41389
chr8	13566843	13568287	ENSG00000164743	1444	0.014553	0.42313
chr8	13083361	13604610	ENSG00000164741	521249	0.014103	0.419301
chr8	14089864	15238339	ENSG00000185053	1148475	0.006881	0.364622
chr8	15417215	15766649	ENSG00000104723	349434	0.008352	0.380735
chr8	16107878	16567490	ENSG00000038945	459612	0.007521	0.361912
chr8	16992169	17002181	ENSG00000078579	10012	0.014284	0.392329
chr8	17027238	17122644	ENSG00000155970	95406	0.007987	0.359726
chr8	17156029	17224799	ENSG00000104219	68770	0.011706	0.382783
chr8	17246571	17302427	ENSG00000155975	55856	0.008826	0.371169
chr8	17224964	17246878	ENSG00000198791	21914	0.01004	0.367391
chr8	17298030	17413528	ENSG00000003987	115498	0.010642	0.406319
chr8	17497088	17570573	ENSG00000003989	73485	0.011635	0.40132
chr8	17576433	17644071	ENSG00000104213	67638	0.013528	0.44543
chr8	17643795	17800917	ENSG00000129422	157122	0.012322	0.408409
chr8	17864380	17910365	ENSG00000104760	45985	0.009416	0.37771
chr8	17922840	18029944	ENSG00000078674	107104	0.008802	0.365372
chr8	18056425	18084985	ENSG00000104763	28560	0.015407	0.408263
chr8	18170477	18223689	ENSG00000171428	53212	0.008795	0.399402
chr8	18391245	18401218	ENSG00000156006	9973	0.005816	0.370701
chr8	18527301	19084730	ENSG00000156011	557429	0.009062	0.392777
chr8	19313617	19396218	ENSG00000104611	82601	0.010315	0.426738
chr8	19404161	19758029	ENSG00000147408	353868	0.010312	0.429743
chr8	19817140	19852083	ENSG00000104613	34943	0.01222	0.411098
chr8	19901717	19967258	ENSG00000175445	65541	0.010757	0.400116
chr8	20144855	20183206	ENSG00000036565	38351	0.009439	0.439962
chr8	20197367	20226819	ENSG00000147416	29452	0.010458	0.395117
chr8	20246165	20303963	ENSG00000061337	57798	0.016195	0.504343
chr8	21690403	21812357	ENSG00000168546	121954	0.018213	0.52889
chr8	21908873	21913860	ENSG00000147443	4987	0.029884	0.594546
chr8	21919671	22006585	ENSG00000130227	86914	0.011448	0.399188
chr8	22024125	22036897	ENSG00000158806	12772	0.018088	0.484419
chr8	22042398	22048809	ENSG00000158815	6411	0.027769	0.603806
chr8	22048995	22082527	ENSG00000158856	33532	0.022934	0.549207
chr8	22089159	22104898	ENSG00000158863	15739	0.02656	0.571637
chr8	22106872	22109419	ENSG00000275074	2547	0.047526	0.631331
chr8	22114415	22133384	ENSG00000168453	18969	0.031105	0.613106
chr8	22138020	22141951	ENSG00000168476	3931	0.03715	0.620962
chr8	22156913	22164479	ENSG00000168484	7566	0.020225	0.550357
chr8	22146825	22157084	ENSG00000168481	10259	0.027978	0.564577
chr8	22164736	22212326	ENSG00000168487	47590	0.021623	0.540555
chr8	22219704	22232341	ENSG00000168490	12637	0.025166	0.566907
chr8	22245104	22254600	ENSG00000168495	9496	0.020432	0.495051
chr8	22275297	22357563	ENSG00000197181	82266	0.012751	0.427771
chr8	22367249	22434129	ENSG00000104635	66880	0.019752	0.48279
chr8	22440819	22541142	ENSG00000120910	100323	0.010462	0.392147
chr8	22544986	22575788	ENSG00000120896	30802	0.02711	0.558405
chr8	22578279	22598025	ENSG00000120913	19746	0.026792	0.584422
chr8	22589274	22602084	ENSG00000248235	12810	0.029979	0.591179
chr8	22599601	22604150	ENSG00000241852	4549	0.03518	0.605847
chr8	22604632	22621514	ENSG00000158941	16882	0.023814	0.508234
chr8	22620418	22669148	ENSG00000147439	48730	0.016869	0.495465
chr8	22687659	22693302	ENSG00000179388	5643	0.056895	0.55715
chr8	22987417	23020199	ENSG00000008853	32782	0.020256	0.535111
chr8	22713251	23000000	ENSG00000134020	286749	0.015603	0.511787
chr8	23020133	23069179	ENSG00000120889	49046	0.012621	0.432308
chr8	23084355	23117437	ENSG00000173535	33082	0.012394	0.456109
chr8	23135588	23164030	ENSG00000173530	28442	0.01649	0.452957
chr8	23190452	23225126	ENSG00000104689	34674	0.014882	0.453394
chr8	23243637	23262000	ENSG00000147457	18363	0.018462	0.467298
chr8	23270120	23296279	ENSG00000104679	26159	0.018771	0.479797
chr8	23297189	23425328	ENSG00000134013	128139	0.015993	0.488043
chr8	23385783	23457695	ENSG00000197217	71912	0.0157	0.444279
chr8	23528805	23575463	ENSG00000147454	46658	0.017575	0.484526
chr8	23678693	23682927	ENSG00000167034	4234	0.031892	0.492442
chr8	23702451	23706598	ENSG00000180053	4147	0.055716	0.579455
chr8	23841915	23854807	ENSG00000159167	12892	0.008843	0.438179
chr8	24294040	24359018	ENSG00000042980	64978	0.006218	0.357136
chr8	24384285	24406013	ENSG00000134028	21728	0.006213	0.36354
chr8	24440930	24526970	ENSG00000069206	86040	0.006509	0.367631
chr8	24913012	24919098	ENSG00000104722	6086	0.037305	0.498357
chr8	24950955	24957110	ENSG00000277586	6155	0.032337	0.449391
chr8	25184723	25418082	ENSG00000147459	233359	0.011822	0.423792
chr8	25419260	25424654	ENSG00000147437	5394	0.007046	0.397664
chr8	25427847	25458476	ENSG00000104756	30629	0.010546	0.373045
chr8	25458997	25507920	ENSG00000184661	48923	0.010731	0.3974
chr8	25841730	26045397	ENSG00000221818	203667	0.008882	0.408129
chr8	26291491	26372680	ENSG00000221914	81189	0.008684	0.376098
chr8	26382898	26505636	ENSG00000104765	122738	0.014393	0.440495
chr8	26504686	26514092	ENSG00000240694	9406	0.021584	0.486498
chr8	26514275	26658178	ENSG00000092964	143903	0.013622	0.439685
chr8	26748150	26867273	ENSG00000120907	119123	0.007371	0.407329
chr8	27086076	27087783	ENSG00000253903	1707	0.016999	0.446397
chr8	27235323	27258420	ENSG00000015592	23097	0.01195	0.480322
chr8	27284887	27311319	ENSG00000104228	26432	0.013658	0.456833
chr8	27311482	27459391	ENSG00000120899	147909	0.010182	0.463729
chr8	27459762	27479883	ENSG00000120903	20121	0.016203	0.507629
chr8	27490779	27545564	ENSG00000120915	54785	0.011755	0.475422
chr8	27596917	27615031	ENSG00000120885	18114	0.01855	0.499061
chr8	27633868	27676776	ENSG00000168077	42908	0.015126	0.502447
chr8	27771949	27812640	ENSG00000171320	40691	0.009683	0.377135
chr8	27733311	27772653	ENSG00000147419	39342	0.009786	0.400717
chr8	27809620	27838095	ENSG00000168078	28475	0.009974	0.372432
chr8	27869882	27992727	ENSG00000168079	122845	0.012462	0.484732
chr8	28021964	28083871	ENSG00000189233	61907	0.012164	0.450741
chr8	28089673	28191156	ENSG00000134014	101483	0.009142	0.400538
chr8	28316986	28343355	ENSG00000168081	26369	0.014487	0.470135
chr8	28345585	28402701	ENSG00000186918	57116	0.019102	0.480741
chr8	28348287	28490318	ENSG00000214050	142031	0.018203	0.475701
chr8	28494205	28574268	ENSG00000104290	80063	0.008181	0.362789
chr8	28600469	28755599	ENSG00000012232	155130	0.013402	0.442055
chr8	28767661	28890242	ENSG00000104299	122581	0.010532	0.422272
chr8	28890394	29064764	ENSG00000147421	174370	0.008081	0.371413
chr8	29067279	29263124	ENSG00000197892	195845	0.014743	0.432043
chr8	29333064	29350668	ENSG00000120875	17604	0.027098	0.51085
chr8	30063012	30083208	ENSG00000133872	20196	0.01436	0.401961
chr8	30095398	30177208	ENSG00000104660	81810	0.012651	0.426134
chr8	30131824	30144686	ENSG00000177669	12862	0.012752	0.453351
chr8	30156297	30183640	ENSG00000104671	27343	0.01163	0.415609
chr8	30384479	30572261	ENSG00000157110	187782	0.011252	0.41077
chr8	30638600	30646064	ENSG00000253457	7464	0.00737	0.36321
chr8	30578318	30658251	ENSG00000197265	79933	0.010684	0.394368
chr8	30678061	30727926	ENSG00000104687	49865	0.014419	0.447187
chr8	30732247	30767006	ENSG00000104691	34759	0.015565	0.440116
chr8	30774457	30814314	ENSG00000104695	39857	0.015481	0.419475
chr8	30831544	30890606	ENSG00000133863	59062	0.006756	0.359283
chr8	30995802	31033715	ENSG00000172733	37913	0.010577	0.364783
chr8	31033801	31173769	ENSG00000165392	139968	0.007691	0.360291
chr8	31639386	32767959	ENSG00000157168	1128573	0.008141	0.379705
chr8	33370824	33473422	ENSG00000172728	102598	0.010432	0.430153
chr8	33484750	33501260	ENSG00000198042	16510	0.014719	0.407147
chr8	33473386	33513601	ENSG00000129696	40215	0.016561	0.42984
chr8	33547755	33567125	ENSG00000133874	19370	0.017502	0.490759
chr8	33591332	33600106	ENSG00000133878	8774	0.023025	0.529177
chr8	35235457	35796550	ENSG00000156687	561093	0.008041	0.377224
chr8	36784324	36936128	ENSG00000215262	151804	0.006451	0.373283
chr8	37695751	37700021	ENSG00000183779	4270	0.079644	0.658782
chr8	37736599	37759101	ENSG00000147475	22502	0.012399	0.440183
chr8	37734761	37737426	ENSG00000183154	2665	0.047297	0.530206
chr8	37762593	37779767	ENSG00000147471	17174	0.017178	0.435891
chr8	37784191	37844896	ENSG00000020181	60705	0.023853	0.552541
chr8	37843268	37849904	ENSG00000104221	6636	0.022457	0.498794
chr8	37858618	37899467	ENSG00000156675	40849	0.015986	0.458665
chr8	37934281	37940129	ENSG00000169154	5848	0.010433	0.489398
chr8	37962991	37966965	ENSG00000188778	3974	0.048578	0.591344
chr8	38030341	38060365	ENSG00000187840	30024	0.01752	0.493405
chr8	38105242	38144076	ENSG00000129691	38834	0.014498	0.429881
chr8	38143649	38151265	ENSG00000147465	7616	0.016152	0.515756
chr8	38176533	38213301	ENSG00000156735	36768	0.014796	0.418326
chr8	38163321	38176730	ENSG00000175324	13409	0.017452	0.429637
chr8	38225218	38275558	ENSG00000085788	50340	0.014482	0.422507
chr8	38263130	38269243	ENSG00000147535	6113	0.021433	0.453623
chr8	38269697	38382272	ENSG00000147548	112575	0.009132	0.385185
chr8	38386207	38409527	ENSG00000165046	23320	0.015652	0.445755
chr8	38411138	38468834	ENSG00000077782	57696	0.01995	0.505477
chr8	38510834	38528662	ENSG00000196166	17828	0.015538	0.458268
chr8	38728186	38853028	ENSG00000147526	124842	0.012292	0.430733
chr8	38901235	38973909	ENSG00000169499	72674	0.013912	0.465366
chr8	38974164	38988662	ENSG00000169495	14498	0.017728	0.459236
chr8	38988808	38996824	ENSG00000169490	8016	0.015721	0.423403
chr8	38996869	39105144	ENSG00000168615	108275	0.008362	0.376244
chr8	39106990	39284911	ENSG00000197140	177921	0.007371	0.390236
chr8	39584489	39730064	ENSG00000168619	145575	0.005041	0.349069
chr8	39743735	39838289	ENSG00000104755	94554	0.005975	0.350213
chr8	39902275	39928444	ENSG00000131203	26169	0.010547	0.38901
chr8	39934614	40016391	ENSG00000188676	81777	0.01092	0.417905
chr8	40153455	40155308	ENSG00000176907	1853	0.011339	0.362115
chr8	40530590	40897833	ENSG00000165061	367243	0.006741	0.396927
chr8	41261958	41309497	ENSG00000104332	47539	0.016092	0.486232
chr8	41490396	41510980	ENSG00000147533	20584	0.011223	0.398902
chr8	41529206	41545046	ENSG00000147536	15840	0.016541	0.467551
chr8	41577187	41625001	ENSG00000158669	47814	0.016	0.457042
chr8	41645178	41650669	ENSG00000165066	5491	0.033333	0.617556
chr8	41653220	41896762	ENSG00000029534	243542	0.019534	0.507556
chr8	41929479	42051990	ENSG00000083168	122511	0.008852	0.384575
chr8	42152946	42171673	ENSG00000070718	18727	0.013831	0.414001
chr8	42175233	42207724	ENSG00000104368	32491	0.018129	0.48792
chr8	42271302	42332653	ENSG00000104365	61351	0.016691	0.482486
chr8	42338454	42371808	ENSG00000070501	33354	0.011933	0.404359
chr8	42374068	42377232	ENSG00000104371	3164	0.019918	0.45196
chr8	42391624	42405897	ENSG00000078668	14273	0.014924	0.40426
chr8	42541155	42555193	ENSG00000176209	14038	0.021372	0.44116
chr8	42416475	42541926	ENSG00000168575	125451	0.015093	0.446266
chr8	42697376	42737407	ENSG00000147432	40031	0.014989	0.448103
chr8	42752620	42796392	ENSG00000147434	43772	0.013388	0.447158
chr8	42836674	42843325	ENSG00000131931	6651	0.020902	0.410314
chr8	42896932	43030539	ENSG00000168172	133607	0.012792	0.4093
chr8	42849637	42897290	ENSG00000120925	47653	0.015571	0.428284
chr8	43018424	43077334	ENSG00000254673	58910	0.016262	0.424308
chr8	43034194	43085788	ENSG00000168522	51594	0.015293	0.425805
chr8	43093506	43123434	ENSG00000185900	29928	0.015538	0.45292
chr8	43140455	43202855	ENSG00000165102	62400	0.016122	0.44101
chr8	47260575	47736306	ENSG00000164808	475731	0.010962	0.397638
chr8	47736909	47739086	ENSG00000221869	2177	0.113511	0.700505
chr8	47773108	47960183	ENSG00000253729	187075	0.012662	0.419241
chr8	47960185	47978160	ENSG00000104738	17975	0.022477	0.458025
chr8	48008400	48064708	ENSG00000169139	56308	0.014226	0.422924
chr8	48710789	48735311	ENSG00000034239	24522	0.008523	0.400946
chr8	48917690	48921740	ENSG00000019549	4050	0.01877	0.40963
chr8	49054311	49076090	ENSG00000168333	21779	0.007301	0.388539
chr8	49536386	49554414	ENSG00000253206	18028	0.004993	0.349345
chr8	49909789	50794118	ENSG00000147481	884329	0.007231	0.366212
chr8	51319578	51809445	ENSG00000147485	489867	0.009022	0.393857
chr8	51817575	51899186	ENSG00000168300	81611	0.008075	0.367426
chr8	52110839	52460959	ENSG00000147488	350120	0.008882	0.394857
chr8	52534037	52565507	ENSG00000196711	31470	0.013315	0.4102
chr8	52622456	52745843	ENSG00000023287	123387	0.009322	0.375154
chr8	52938431	52941117	ENSG00000183729	2686	0.072998	0.588608
chr8	53225716	53251697	ENSG00000082556	25981	0.012741	0.421192
chr8	53715557	53843558	ENSG00000047249	128001	0.009042	0.391797
chr8	53851808	53959303	ENSG00000147509	107495	0.013282	0.421642
chr8	53966552	54022529	ENSG00000187735	55977	0.011648	0.394394
chr8	54046367	54102017	ENSG00000120992	55650	0.014681	0.415454
chr8	54135210	54147901	ENSG00000137547	12691	0.01513	0.432669
chr8	54457935	54460888	ENSG00000164736	2953	0.071816	0.594311
chr8	54616067	54630834	ENSG00000104237	14767	0.008669	0.38173
chr8	55102389	55542054	ENSG00000206579	439665	0.008211	0.392317
chr8	55135203	55142358	ENSG00000253976	7155	0.008247	0.416632
chr8	55161483	55164727	ENSG00000253857	3244	0.007092	0.409063
chr8	55773142	55825448	ENSG00000137574	52306	0.01063	0.400203
chr8	55696424	55773407	ENSG00000167904	76983	0.008521	0.389112
chr8	55879813	56014168	ENSG00000254087	134355	0.011852	0.427083
chr8	56067295	56074581	ENSG00000008988	7286	0.018531	0.419572
chr8	56112942	56113982	ENSG00000172680	1040	0.072185	0.610577
chr8	56160904	56211324	ENSG00000181690	50420	0.009005	0.387426
chr8	56211686	56218798	ENSG00000170791	7112	0.019969	0.415636
chr8	56300010	56320776	ENSG00000170786	20766	0.012906	0.446932
chr8	56436674	56446734	ENSG00000181195	10060	0.024853	0.442744
chr8	56957933	56993844	ENSG00000104331	35911	0.009802	0.382111
chr8	57994509	58204279	ENSG00000169122	209770	0.009082	0.400548
chr8	58411264	58451501	ENSG00000215114	40237	0.009047	0.380272
chr8	58490178	58500236	ENSG00000167910	10058	0.011435	0.371545
chr8	58552924	58582860	ENSG00000137575	29936	0.008084	0.358598
chr8	58583504	58659844	ENSG00000035681	76340	0.009301	0.384058
chr8	58805418	59119208	ENSG00000198846	313790	0.006501	0.366732
chr8	60187347	60281412	ENSG00000178538	94065	0.008324	0.392239
chr8	60516857	60623627	ENSG00000104388	106770	0.010272	0.395437
chr8	60678778	60868028	ENSG00000171316	189250	0.011032	0.407889
chr8	61057158	61501645	ENSG00000177182	444487	0.009572	0.416721
chr8	61500556	61714640	ENSG00000198363	214084	0.006831	0.392447
chr8	62248591	62999652	ENSG00000185942	751061	0.006351	0.374264
chr8	62977861	62984900	ENSG00000274956	7039	0.006252	0.399489
chr8	63015079	63039171	ENSG00000137563	24092	0.01017	0.388635
chr8	63048553	63086053	ENSG00000137561	37500	0.00856	0.38432
chr8	63168553	63212786	ENSG00000185728	44233	0.011304	0.375579
chr8	64580367	64583628	ENSG00000180828	3261	0.061656	0.536032
chr8	64587763	64798761	ENSG00000172817	210998	0.006941	0.373143
chr8	65602456	65634217	ENSG00000104442	31761	0.016026	0.426057
chr8	65644734	65771261	ENSG00000066855	126527	0.010962	0.405259
chr8	65717510	65842322	ENSG00000205268	124812	0.007581	0.376614
chr8	66021560	66100526	ENSG00000147570	78966	0.007446	0.40539
chr8	66126896	66175487	ENSG00000147573	48591	0.006936	0.409788
chr8	66176382	66178725	ENSG00000147571	2343	0.056362	0.542894
chr8	66429028	66430733	ENSG00000179041	1705	0.054577	0.56305
chr8	66430185	66471601	ENSG00000147576	41416	0.011976	0.430148
chr8	66460003	66518524	ENSG00000169085	58521	0.010578	0.435707
chr8	66562175	66614247	ENSG00000185697	52072	0.010063	0.367222
chr8	66628487	66667217	ENSG00000175073	38730	0.011309	0.397521
chr8	66667596	66860472	ENSG00000270024	192876	0.012782	0.419151
chr8	66667615	66685564	ENSG00000213865	17949	0.010976	0.407544
chr8	66712418	66862022	ENSG00000104205	149604	0.011232	0.41143
chr8	66870749	66922048	ENSG00000178460	51299	0.00885	0.397181
chr8	66946501	66962590	ENSG00000261787	16089	0.020201	0.414693
chr8	66964099	67056604	ENSG00000178125	92505	0.010389	0.395795
chr8	67062426	67196263	ENSG00000104218	133837	0.008842	0.370503
chr8	67043079	67083783	ENSG00000121022	40704	0.012997	0.398192
chr8	67173511	67343677	ENSG00000066777	170166	0.008021	0.381395
chr8	67422125	67746345	ENSG00000165078	324220	0.007991	0.396197
chr8	67952118	68237030	ENSG00000046889	284912	0.007251	0.378004
chr8	68330722	68819022	ENSG00000165084	488300	0.006501	0.374304
chr8	68303468	68331491	ENSG00000248801	28023	0.009314	0.400207
chr8	69466624	69660915	ENSG00000137573	194291	0.008061	0.396697
chr8	69667047	69835064	ENSG00000137571	168017	0.008522	0.393137
chr8	70051651	70071693	ENSG00000147596	20042	0.021007	0.47161
chr8	70109762	70403805	ENSG00000140396	294043	0.008412	0.396037
chr8	70573442	70608387	ENSG00000067167	34945	0.009386	0.382744
chr8	70608577	70663279	ENSG00000246366	54702	0.006801	0.393313
chr8	70635318	70669174	ENSG00000147592	33856	0.007798	0.383861
chr8	70669365	70790371	ENSG00000221947	121006	0.006591	0.383655
chr8	71197433	71362232	ENSG00000104313	164799	0.007061	0.379765
chr8	71403440	71592025	ENSG00000253379	188585	0.006461	0.378524
chr8	71828167	72118393	ENSG00000235531	290226	0.007511	0.385756
chr8	71841549	71844468	ENSG00000178860	2919	0.067169	0.58616
chr8	72019917	72075617	ENSG00000104321	55700	0.006122	0.363609
chr8	72537391	72938349	ENSG00000182674	400958	0.006421	0.381235
chr8	73008864	73048122	ENSG00000147601	39258	0.008202	0.369835
chr8	73064540	73124088	ENSG00000164764	59548	0.010865	0.425422
chr8	73241329	73259502	ENSG00000274443	18173	0.007814	0.367248
chr8	73294612	73325281	ENSG00000121039	30669	0.014054	0.41674
chr8	73290267	73295789	ENSG00000147604	5522	0.052164	0.507244
chr8	73420369	73747708	ENSG00000040341	327339	0.009032	0.399778
chr8	73688691	73878854	ENSG00000258677	190163	0.011462	0.401988
chr8	73780097	73878910	ENSG00000104343	98813	0.010829	0.392934
chr8	73939169	73972287	ENSG00000154582	33118	0.01226	0.411861
chr8	73972437	73982783	ENSG00000175606	10346	0.022523	0.438044
chr8	73991352	74029087	ENSG00000154589	37735	0.007818	0.419875
chr8	74321130	74488872	ENSG00000104381	167742	0.008802	0.390516
chr8	74234700	74321328	ENSG00000104369	86628	0.009847	0.397112
chr8	74599775	74823313	ENSG00000254349	223538	0.006241	0.376084
chr8	74824537	74855029	ENSG00000137558	30492	0.005477	0.348813
chr8	74984515	75034558	ENSG00000121005	50043	0.006535	0.352157
chr8	75407914	75566843	ENSG00000164749	158929	0.007671	0.360071
chr8	76681219	76867285	ENSG00000091656	186066	0.007531	0.364972
chr8	76980258	77001044	ENSG00000164751	20786	0.010296	0.383672
chr8	78516139	78605267	ENSG00000171033	89128	0.005273	0.347455
chr8	78666047	78719765	ENSG00000104427	53718	0.006869	0.347872
chr8	78675743	78805523	ENSG00000104432	129780	0.005881	0.348559
chr8	79610814	79666175	ENSG00000104435	55361	0.009068	0.382074
chr8	79764010	79767863	ENSG00000164683	3853	0.033749	0.464573
chr8	79918717	80030289	ENSG00000147586	111572	0.006631	0.370723
chr8	79918860	80080831	ENSG00000276418	161971	0.006621	0.370743
chr8	80034745	80231232	ENSG00000076554	196487	0.008231	0.398238
chr8	80485619	80526265	ENSG00000205189	40646	0.014171	0.388894
chr8	80628451	80874781	ENSG00000164684	246330	0.008662	0.414
chr8	80967810	81112068	ENSG00000076641	144258	0.008181	0.407249
chr8	81280363	81284777	ENSG00000164687	4414	0.028325	0.455369
chr8	81440326	81447523	ENSG00000147588	7197	0.00667	0.341392
chr8	81458341	81461579	ENSG00000205186	3238	0.004943	0.366275
chr8	81478419	81483263	ENSG00000170323	4844	0.004749	0.348472
chr8	81524981	81531378	ENSG00000197416	6397	0.00641	0.366265
chr8	81657961	81686693	ENSG00000133731	28732	0.009119	0.375957
chr8	81693607	81696174	ENSG00000253598	2567	0.007794	0.38917
chr8	81732434	81759515	ENSG00000164695	27081	0.007496	0.380821
chr8	81701334	81732903	ENSG00000104231	31569	0.010295	0.37445
chr8	81799581	81842866	ENSG00000104497	43285	0.006284	0.351669
chr8	84182787	84921844	ENSG00000184672	739057	0.006261	0.35299
chr8	85107147	85146076	ENSG00000133739	38929	0.008426	0.361068
chr8	85177225	85217158	ENSG00000133740	39933	0.011269	0.394886
chr8	85214076	85220421	ENSG00000176731	6345	0.01261	0.387392
chr8	85220587	85284073	ENSG00000185015	63486	0.010727	0.409901
chr8	85222446	85245717	ENSG00000258256	23271	0.010915	0.423188
chr8	85246295	85249848	ENSG00000257962	3553	0.007038	0.367858
